model,best_var_smoothing,cv_best_f1_macro,test_overall_accuracy,test_kappa,test_f1_macro,test_f1_weighted,train_samples,test_samples,features
Naive Bayes (GaussianNB),1e-12,0.8518213389890231,0.8442252363337444,0.7922995782729123,0.8444457243930499,0.8444739915795435,5675,2433,"B2, B3, B4, B5, B6, B7, B8, B8A, B11, B12"
